0,1,2,3,4,5
77,3,1,0,0.0,0.0
143,3,218,131,5.0,0.0
47,1,7,0,0.0,0.0
77,3,1,0,0.0,0.0
143,3,236,147,5.0,0.0
47,1,7,0,0.0,0.0
77,3,1,0,0.0,0.0
143,3,34,164,5.0,0.0
47,1,7,0,0.0,0.0
77,3,1,0,0.0,0.0
143,3,74,172,5.0,0.0
47,1,7,0,0.0,0.0
77,3,1,0,0.0,0.0
143,3,183,188,5.0,0.0
47,1,7,0,0.0,0.0
77,3,1,0,0.0,0.0
143,3,74,205,5.0,0.0
47,1,8,0,0.0,0.0
77,3,1,0,0.0,0.0
143,3,1,222,5.0,0.0
47,1,8,0,0.0,0.0
77,3,1,0,0.0,0.0
143,3,221,238,5.0,0.0
47,1,8,0,0.0,0.0
77,3,1,0,0.0,0.0
143,3,223,255,5.0,0.0
47,1,8,0,0.0,0.0
77,3,1,0,0.0,0.0
143,3,111,8,6.0,0.0
47,1,8,0,0.0,0.0
77,3,1,0,0.0,0.0
143,3,169,25,6.0,0.0
47,1,8,0,0.0,0.0
77,3,1,0,0.0,0.0
143,3,10,43,6.0,0.0
47,1,8,0,0.0,0.0
77,3,1,0,0.0,0.0
143,3,145,60,6.0,0.0
47,1,8,0,0.0,0.0
77,3,1,0,0.0,0.0
143,3,62,78,6.0,0.0
47,1,9,0,0.0,0.0
77,3,1,0,0.0,0.0
143,3,17,96,6.0,0.0
47,1,9,0,0.0,0.0
77,3,1,0,0.0,0.0
143,3,12,114,6.0,0.0
47,1,9,0,0.0,0.0
77,3,1,0,0.0,0.0
143,3,23,123,6.0,0.0
47,1,9,0,0.0,0.0
77,3,1,0,0.0,0.0
143,3,76,141,6.0,0.0
47,1,9,0,0.0,0.0
77,3,1,0,0.0,0.0
143,3,167,159,6.0,0.0
47,1,9,0,0.0,0.0
77,3,1,0,0.0,0.0
143,3,42,178,6.0,0.0
47,1,9,0,0.0,0.0
77,3,1,0,0.0,0.0
143,3,212,196,6.0,0.0
47,1,10,0,0.0,0.0
77,3,1,0,0.0,0.0
143,3,56,206,6.0,0.0
47,1,10,0,0.0,0.0
77,3,1,0,0.0,0.0
143,3,29,225,6.0,0.0
47,1,10,0,0.0,0.0
77,3,1,0,0.0,0.0
143,3,43,244,6.0,0.0
47,1,10,0,0.0,0.0
77,3,1,0,0.0,0.0
143,3,96,7,7.0,0.0
47,1,10,0,0.0,0.0
77,3,1,0,0.0,0.0
143,3,189,26,7.0,0.0
47,1,10,0,0.0,0.0
77,3,1,0,0.0,0.0
143,3,67,46,7.0,0.0
47,1,10,0,0.0,0.0
77,3,1,0,0.0,0.0
143,3,241,65,7.0,0.0
47,1,11,0,0.0,0.0
77,3,1,0,0.0,0.0
143,3,215,75,7.0,0.0
47,1,11,0,0.0,0.0
77,3,1,0,0.0,0.0
143,3,194,95,7.0,0.0
47,1,11,0,0.0,0.0
77,3,2,0,0.0,0.0
143,3,213,115,7.0,0.0
47,1,11,0,0.0,0.0
77,3,2,0,0.0,0.0
143,3,18,136,7.0,0.0
47,1,11,0,0.0,0.0
77,3,2,0,0.0,0.0
143,3,119,156,7.0,0.0
47,1,11,0,0.0,0.0
77,3,2,0,0.0,0.0
143,3,6,177,7.0,0.0
47,1,12,0,0.0,0.0
77,3,2,0,0.0,0.0
143,3,93,187,7.0,0.0
47,1,12,0,0.0,0.0
77,3,2,0,0.0,0.0
143,3,42,208,7.0,0.0
47,1,12,0,0.0,0.0
77,3,2,0,0.0,0.0
143,3,33,229,7.0,0.0
47,1,12,0,0.0,0.0
77,3,2,0,0.0,0.0
143,3,65,250,7.0,0.0
47,1,12,0,0.0,0.0
77,3,2,0,0.0,0.0
143,3,139,15,8.0,0.0
47,1,12,0,0.0,0.0
77,3,2,0,0.0,0.0
143,3,254,36,8.0,0.0
47,1,13,0,0.0,0.0
77,3,2,0,0.0,0.0
143,3,156,58,8.0,0.0
47,1,13,0,0.0,0.0
77,3,2,0,0.0,0.0
143,3,123,69,8.0,0.0
47,1,13,0,0.0,0.0
77,3,2,0,0.0,0.0
143,3,89,91,8.0,0.0
47,1,13,0,0.0,0.0
77,3,2,0,0.0,0.0
143,3,96,113,8.0,0.0
47,1,13,0,0.0,0.0
77,3,2,0,0.0,0.0
143,3,147,135,8.0,0.0
47,1,14,0,0.0,0.0
77,3,2,0,0.0,0.0
143,3,239,157,8.0,0.0
47,1,14,0,0.0,0.0
77,3,2,0,0.0,0.0
143,3,46,169,8.0,0.0
47,1,14,0,0.0,0.0
77,3,2,0,0.0,0.0
143,3,203,191,8.0,0.0
47,1,14,0,0.0,0.0
77,3,2,0,0.0,0.0
143,3,147,214,8.0,0.0
47,1,14,0,0.0,0.0
77,3,2,0,0.0,0.0
143,3,134,237,8.0,0.0
47,1,15,0,0.0,0.0
77,3,2,0,0.0,0.0
143,3,164,4,9.0,0.0
47,1,15,0,0.0,0.0
77,3,2,0,0.0,0.0
143,3,237,27,9.0,0.0
47,1,15,0,0.0,0.0
77,3,2,0,0.0,0.0
143,3,98,51,9.0,0.0
192,3,1,0,0.0,0.0
47,1,15,0,0.0,0.0
77,3,2,0,0.0,0.0
143,3,2,75,9.0,0.0
192,3,1,0,0.0,0.0
47,1,15,0,0.0,0.0
77,3,2,0,0.0,0.0
143,3,227,86,9.0,0.0
192,3,1,0,0.0,0.0
47,1,16,0,0.0,0.0
77,3,2,0,0.0,0.0
143,3,196,110,9.0,0.0
192,3,1,0,0.0,0.0
47,1,16,0,0.0,0.0
77,3,2,0,0.0,0.0
143,3,209,134,9.0,0.0
192,3,1,0,0.0,0.0
47,1,16,0,0.0,0.0
77,3,2,0,0.0,0.0
143,3,10,159,9.0,0.0
192,3,1,0,0.0,0.0
47,1,16,0,0.0,0.0
77,3,2,0,0.0,0.0
143,3,111,183,9.0,0.0
192,3,1,0,0.0,0.0
47,1,16,0,0.0,0.0
77,3,2,0,0.0,0.0
143,3,178,195,9.0,0.0
192,3,1,0,0.0,0.0
47,1,17,0,0.0,0.0
77,3,2,0,0.0,0.0
143,3,89,220,9.0,0.0
192,3,1,0,0.0,0.0
47,1,17,0,0.0,0.0
77,3,2,0,0.0,0.0
143,3,44,245,9.0,0.0
192,3,1,0,0.0,0.0
47,1,17,0,0.0,0.0
77,3,2,0,0.0,0.0
143,3,43,14,10.0,0.0
192,3,1,0,0.0,0.0
47,1,17,0,0.0,0.0
77,3,2,0,0.0,0.0
143,3,86,39,10.0,0.0
192,3,1,0,0.0,0.0
47,1,18,0,0.0,0.0
77,3,2,0,0.0,0.0
143,3,173,64,10.0,0.0
192,3,1,0,0.0,0.0
47,1,18,0,0.0,0.0
77,3,2,0,0.0,0.0
143,3,49,90,10.0,0.0
192,3,1,0,0.0,0.0
47,1,18,0,0.0,0.0
77,3,2,0,0.0,0.0
143,3,4,103,10.0,0.0
192,3,2,0,0.0,0.0
47,1,18,0,0.0,0.0
77,3,2,0,0.0,0.0
143,3,202,128,10.0,0.0
192,3,2,0,0.0,0.0
47,1,19,0,0.0,0.0
77,3,2,0,0.0,0.0
143,3,190,154,10.0,0.0
192,3,2,0,0.0,0.0
47,1,19,0,0.0,0.0
77,3,2,0,0.0,0.0
143,3,221,180,10.0,0.0
192,3,2,0,0.0,0.0
47,1,19,0,0.0,0.0
77,3,2,0,0.0,0.0
143,3,41,207,10.0,0.0
192,3,2,0,0.0,0.0
47,1,19,0,0.0,0.0
77,3,2,0,0.0,0.0
143,3,162,233,10.0,0.0
192,3,2,0,0.0,0.0
47,1,19,0,0.0,0.0
77,3,2,0,0.0,0.0
143,3,240,246,10.0,0.0
192,3,2,0,0.0,0.0
47,1,20,0,0.0,0.0
77,3,2,0,0.0,0.0
143,3,172,17,11.0,0.0
192,3,2,0,0.0,0.0
47,1,20,0,0.0,0.0
77,3,3,0,0.0,0.0
143,3,149,44,11.0,0.0
192,3,3,0,0.0,0.0
47,1,20,0,0.0,0.0
77,3,3,0,0.0,0.0
143,3,170,71,11.0,0.0
192,3,3,0,0.0,0.0
47,1,21,0,0.0,0.0
77,3,3,0,0.0,0.0
143,3,237,98,11.0,0.0
192,3,3,0,0.0,0.0
47,1,21,0,0.0,0.0
77,3,3,0,0.0,0.0
143,3,92,126,11.0,0.0
192,3,3,0,0.0,0.0
47,1,21,0,0.0,0.0
77,3,3,0,0.0,0.0
143,3,249,153,11.0,0.0
192,3,3,0,0.0,0.0
47,1,21,0,0.0,0.0
77,3,3,0,0.0,0.0
79,3,1,0,0.0,0.0
143,3,216,167,11.0,0.0
192,3,3,0,0.0,0.0
47,1,22,0,0.0,0.0
77,3,3,0,0.0,0.0
79,3,1,0,0.0,0.0
143,3,184,195,11.0,0.0
192,3,3,0,0.0,0.0
47,1,22,0,0.0,0.0
77,3,3,0,0.0,0.0
79,3,1,0,0.0,0.0
143,3,197,223,11.0,0.0
192,3,4,0,0.0,0.0
47,1,22,0,0.0,0.0
77,3,3,0,0.0,0.0
79,3,1,0,0.0,0.0
143,3,255,251,11.0,0.0
192,3,4,0,0.0,0.0
47,1,23,0,0.0,0.0
77,3,3,0,0.0,0.0
79,3,1,0,0.0,0.0
143,3,102,24,12.0,0.0
147,3,1,0,0.0,0.0
192,3,4,0,0.0,0.0
47,1,23,0,0.0,0.0
77,3,3,0,0.0,0.0
79,3,1,0,0.0,0.0
143,3,170,38,12.0,0.0
147,3,1,0,0.0,0.0
192,3,4,0,0.0,0.0
47,1,23,0,0.0,0.0
77,3,3,0,0.0,0.0
79,3,1,0,0.0,0.0
143,3,85,67,12.0,0.0
147,3,1,0,0.0,0.0
192,3,4,0,0.0,0.0
47,1,23,0,0.0,0.0
77,3,3,0,0.0,0.0
79,3,1,0,0.0,0.0
143,3,44,96,12.0,0.0
147,3,1,0,0.0,0.0
192,3,5,0,0.0,0.0
47,1,24,0,0.0,0.0
77,3,3,0,0.0,0.0
79,3,1,0,0.0,0.0
143,3,49,125,12.0,0.0
147,3,1,0,0.0,0.0
192,3,5,0,0.0,0.0
47,1,24,0,0.0,0.0
77,3,3,0,0.0,0.0
79,3,1,0,0.0,0.0
143,3,99,154,12.0,0.0
147,3,1,0,0.0,0.0
192,3,5,0,0.0,0.0
47,1,24,0,0.0,0.0
77,3,3,0,0.0,0.0
79,3,1,0,0.0,0.0
143,3,193,183,12.0,0.0
147,3,1,0,0.0,0.0
192,3,5,0,0.0,0.0
47,1,25,0,0.0,0.0
77,3,3,0,0.0,0.0
79,3,1,0,0.0,0.0
143,3,77,213,12.0,0.0
147,3,1,0,0.0,0.0
192,3,6,0,0.0,0.0
47,1,25,0,0.0,0.0
77,3,3,0,0.0,0.0
79,3,1,0,0.0,0.0
143,3,36,228,12.0,0.0
147,3,1,0,0.0,0.0
192,3,6,0,0.0,0.0
47,1,25,0,0.0,0.0
77,3,3,0,0.0,0.0
79,3,1,0,0.0,0.0
143,3,243,1,13.0,0.0
147,3,1,0,0.0,0.0
192,3,6,0,0.0,0.0
47,1,26,0,0.0,0.0
77,3,3,0,0.0,0.0
79,3,1,0,0.0,0.0
143,3,239,31,13.0,0.0
147,3,1,0,0.0,0.0
192,3,7,0,0.0,0.0
47,1,26,0,0.0,0.0
77,3,3,0,0.0,0.0
79,3,1,0,0.0,0.0
143,3,25,62,13.0,0.0
147,3,1,0,0.0,0.0
192,3,7,0,0.0,0.0
47,1,26,0,0.0,0.0
77,3,3,0,0.0,0.0
79,3,2,0,0.0,0.0
143,3,111,92,13.0,0.0
147,3,1,0,0.0,0.0
192,3,7,0,0.0,0.0
47,1,27,0,0.0,0.0
77,3,3,0,0.0,0.0
79,3,2,0,0.0,0.0
143,3,242,122,13.0,0.0
147,3,1,0,0.0,0.0
192,3,8,0,0.0,0.0
47,1,27,0,0.0,0.0
77,3,3,0,0.0,0.0
79,3,2,0,0.0,0.0
143,3,68,138,13.0,0.0
147,3,1,0,0.0,0.0
192,3,8,0,0.0,0.0
47,1,27,0,0.0,0.0
77,3,3,0,0.0,0.0
79,3,2,0,0.0,0.0
143,3,10,169,13.0,0.0
147,3,1,0,0.0,0.0
